Taxon	Gene	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Dtak	DT10_00000808	0.2936	0.3319	0.2848	0.3609	0.235	0.078	0.410	56.04	0.534	0.478	586	608	-0.297204	0.060855
Dsuz	DS10_00002072	0.2946	0.3333	0.3493	0.3188	0.219	0.095	0.432	61.00	0.494	0.476	176	180	-0.605000	0.083333
Dbia	DB10_00004954	0.2261	0.3739	0.3235	0.3538	0.219	0.151	0.465	55.74	0.560	0.513	159	163	-0.644172	0.067485
Dtak	DT10_00008001	0.2895	0.3421	0.3609	0.2969	0.203	0.044	0.399	56.85	0.487	0.483	158	163	-0.756442	0.067485
Dmel	FBpp0111339	0.3981	0.2407	0.3529	0.3009	0.217	-0.051	0.345	58.82	0.414	0.449	145	147	-0.763946	0.081633
Dsuz	DS10_00004742	0.3258	0.3109	0.3517	0.2271	0.142	0.055	0.380	55.54	0.443	0.532	305	308	-0.674675	0.116883
Dbia	DB10_00008689	0.2830	0.3434	0.3029	0.2821	0.148	0.109	0.413	57.35	0.515	0.561	305	308	-0.618182	0.110390
Dtak	DT10_00007860	0.3939	0.2727	0.3004	0.2457	0.164	0.013	0.350	50.53	0.422	0.530	306	309	-0.633010	0.113269
Dmel	FBpp0072617	0.2831	0.3529	0.3195	0.2489	0.148	0.105	0.409	55.65	0.500	0.557	308	311	-0.612219	0.115756
Dsuz	DS10_00006766	0.2723	0.4503	0.1667	0.4689	0.304	0.325	0.581	52.49	0.668	0.503	253	257	-0.396109	0.105058
Dbia	DB10_00005029	0.2316	0.5105	0.1198	0.5057	0.278	0.452	0.660	42.90	0.735	0.528	253	257	-0.398833	0.108949
Dtak	DT10_00005732	0.2280	0.4870	0.1031	0.5281	0.270	0.417	0.635	46.30	0.746	0.536	252	257	-0.307393	0.101167
Dmel	FBpp0085698	0.2124	0.4974	0.1436	0.4835	0.321	0.451	0.660	43.24	0.727	0.536	253	257	-0.323346	0.093385
Dtak	DT10_00000150	0.1572	0.4906	0.1893	0.4510	0.205	0.297	0.554	43.94	0.721	0.540	204	206	-0.231554	0.067961
Dbia	DB10_00007451	0.1688	0.4625	0.2000	0.4545	0.204	0.301	0.556	46.02	0.702	0.534	205	208	-0.223558	0.067308
Dsuz	DS10_00013006	0.1471	0.5392	0.1100	0.4505	0.202	0.405	0.615	40.46	0.787	0.591	122	123	-0.245528	0.048780
Dmel	FBpp0082550	0.2013	0.4465	0.2105	0.4258	0.188	0.240	0.517	47.41	0.668	0.522	205	208	-0.225962	0.067308
Dtak	DT10_00002844	0.1484	0.4414	0.1647	0.4851	0.234	0.335	0.569	45.70	0.742	0.598	306	317	-0.288013	0.082019
Dbia	DB10_00008885	0.1245	0.4864	0.1727	0.4580	0.245	0.379	0.599	44.13	0.757	0.606	309	318	-0.357547	0.078616
Dsuz	DS10_00003239	0.1674	0.4537	0.1553	0.4780	0.237	0.339	0.571	45.45	0.736	0.587	273	282	-0.308865	0.085106
Dmel	FBpp0077626	0.1101	0.5198	0.1308	0.4804	0.255	0.395	0.606	40.20	0.803	0.620	269	278	-0.273741	0.075540
Dtak	DT10_00008239	0.3229	0.3354	0.2118	0.4569	0.215	0.129	0.450	52.59	0.583	0.492	393	413	-0.345763	0.101695
Dbia	DB10_00003873	0.1950	0.4644	0.1096	0.5539	0.276	0.414	0.629	45.01	0.759	0.563	394	413	-0.348184	0.094431
Dsuz	DS10_00000773	0.2727	0.3856	0.2062	0.4627	0.226	0.224	0.510	51.79	0.627	0.510	394	413	-0.324213	0.094431
Dmel	FBpp0071717	0.3127	0.3189	0.1986	0.4868	0.212	0.126	0.446	54.99	0.595	0.500	390	413	-0.286683	0.089588
Dbia	DB10_00002884	0.1697	0.4860	0.1000	0.5465	0.298	0.417	0.631	41.82	0.785	0.583	750	773	-0.047089	0.085382
Dtak	DT10_00010463	0.2619	0.4375	0.1164	0.5160	0.293	0.341	0.586	42.74	0.708	0.545	435	454	-0.188987	0.077093
Dsuz	DS10_00008443	0.2538	0.4502	0.1403	0.4824	0.297	0.331	0.580	44.78	0.696	0.537	431	451	-0.179601	0.077605
Dmel	FBpp0075628	0.2610	0.4252	0.1108	0.5273	0.304	0.323	0.575	41.38	0.710	0.545	435	451	-0.167406	0.075388
Dbia	DB10_00005201	0.1667	0.5333	0.0909	0.4615	0.278	0.468	0.660	40.53	0.790	0.620	362	367	-0.136512	0.081744
Dsuz	DS10_00005461	0.1500	0.5333	0.1294	0.4432	0.250	0.460	0.656	39.59	0.774	0.613	363	367	-0.134332	0.084469
Dtak	DT10_00011175	0.1376	0.5436	0.1228	0.4542	0.256	0.488	0.674	39.43	0.790	0.622	362	367	-0.129973	0.081744
Dmel	FBpp0088121	0.1481	0.5320	0.1166	0.4593	0.268	0.454	0.652	39.85	0.786	0.620	359	366	-0.130055	0.081967
Dbia	DB10_00002621	0.2955	0.3295	0.2857	0.3418	0.188	-0.028	0.330	61.00	0.528	0.485	106	110	-0.700909	0.100000
Dsuz	DS10_00007405	0.2182	0.3273	0.3051	0.3750	0.130	0.055	0.377	61.00	0.565	0.540	69	71	-1.284507	0.042254
Dtak	DT10_00008959	0.1698	0.4151	0.2203	0.4211	0.141	0.128	0.426	57.32	0.676	0.568	68	71	-1.208451	0.042254
Dmel	FBpp0111266	0.2593	0.3333	0.2456	0.3750	0.159	0.125	0.418	61.00	0.582	0.545	67	71	-1.125352	0.042254
Dbia	DB10_00002768	0.1649	0.6598	0.0476	0.3500	0.328	0.572	0.723	34.87	0.821	0.629	112	115	-0.507826	0.095652
Dsuz	DS10_00011053	0.3131	0.5051	0.0602	0.3333	0.275	0.381	0.598	43.45	0.679	0.583	112	115	-0.507826	0.095652
Dtak	DT10_00003997	0.2300	0.5700	0.0595	0.3590	0.269	0.454	0.646	40.30	0.752	0.606	113	115	-0.463478	0.095652
Dmel	FBpp0074940	0.2347	0.4694	0.1882	0.3500	0.232	0.346	0.584	47.03	0.655	0.565	113	115	-0.439130	0.104348
Dsuz	DS10_00006700	0.1733	0.5443	0.1055	0.4955	0.315	0.471	0.662	39.40	0.787	0.588	717	745	-0.987248	0.045638
Dmel	FBpp0075051	0.2052	0.4788	0.1509	0.4761	0.289	0.361	0.590	43.82	0.726	0.560	581	604	-1.042053	0.039735
Dbia	DB10_00000263	0.1400	0.5418	0.1084	0.5094	0.319	0.461	0.654	38.34	0.808	0.603	598	616	-1.043994	0.038961
Dtak	DT10_00001360	0.1865	0.5056	0.1230	0.4927	0.300	0.376	0.598	44.96	0.762	0.577	605	624	-1.026122	0.041667
Dbia	DB10_00009707	0.2885	0.3125	0.2500	0.3990	0.219	0.133	0.435	55.86	0.565	0.556	262	272	-0.617647	0.095588
Dsuz	DS10_00005123	0.3057	0.3185	0.2356	0.4251	0.244	0.189	0.481	51.81	0.576	0.560	210	216	-0.633333	0.111111
Dtak	DT10_00010797	0.3721	0.2209	0.2924	0.3659	0.173	0.002	0.354	52.84	0.462	0.521	212	218	-0.439449	0.100917
Dmel	FBpp0070197	0.2632	0.3275	0.2640	0.4419	0.215	0.140	0.451	56.36	0.589	0.551	224	230	-0.726522	0.117391
Dmel	FBpp0085222	0.1948	0.5281	0.1631	0.4101	0.308	0.409	0.626	43.14	0.718	0.582	294	302	-0.271854	0.059603
Dbia	DB10_00010906	0.0644	0.6438	0.0474	0.5463	0.341	0.662	0.786	30.73	0.912	0.647	294	302	-0.303311	0.059603
Dsuz	DS10_00006890	0.0815	0.6180	0.0819	0.5185	0.308	0.603	0.748	33.50	0.871	0.631	294	302	-0.314238	0.059603
Dtak	DT10_00001965	0.0901	0.6395	0.0603	0.5093	0.349	0.613	0.755	31.31	0.881	0.640	294	302	-0.301987	0.059603
Dmel	FBpp0290077	0.4751	0.2403	0.3041	0.1569	0.273	-0.134	0.222	54.09	0.333	0.433	414	419	-0.563962	0.052506
Dbia	DB10_00000205	0.3051	0.3640	0.3040	0.2114	0.279	0.061	0.371	52.26	0.487	0.503	310	316	-0.583544	0.060127
Dsuz	DS10_00009225	0.3310	0.2966	0.3696	0.1925	0.243	-0.056	0.296	56.69	0.409	0.474	335	340	-0.332941	0.050000
Dtak	DT10_00004960	0.3994	0.2256	0.3642	0.2053	0.259	-0.110	0.252	61.00	0.357	0.436	381	389	-0.610283	0.056555
Dsuz	DS10_00002071	0.1696	0.4360	0.1840	0.4340	0.242	0.280	0.526	49.17	0.706	0.576	323	348	0.164943	0.126437
Dbia	DB10_00004955	0.1655	0.4379	0.1647	0.4573	0.242	0.298	0.539	45.52	0.724	0.582	323	348	0.163506	0.126437
Dtak	DT10_00008002	0.1297	0.4710	0.1155	0.5127	0.265	0.375	0.589	41.18	0.794	0.606	326	351	0.179487	0.125356
Dmel	FBpp0087151	0.2199	0.3952	0.1929	0.4135	0.239	0.189	0.466	52.65	0.653	0.557	326	351	0.162393	0.119658
Dbia	DB10_00007794	0.1114	0.4910	0.1627	0.4359	0.242	0.392	0.592	40.97	0.770	0.635	768	790	-0.138101	0.051899
Dsuz	DS10_00000641	0.1342	0.4487	0.1791	0.4586	0.235	0.343	0.564	44.59	0.740	0.619	909	935	-0.288556	0.054545
Dtak	DT10_00003650	0.1442	0.4430	0.1835	0.4448	0.243	0.313	0.543	44.94	0.727	0.615	902	928	-0.281466	0.058190
Dmel	FBpp0087579	0.1568	0.4282	0.1926	0.4342	0.258	0.295	0.529	45.60	0.709	0.606	892	918	-0.235839	0.055556
Dbia	DB10_00002620	0.3167	0.3523	0.3567	0.3293	0.250	-0.001	0.381	60.60	0.492	0.437	425	436	-1.233027	0.029817
Dsuz	DS10_00007404	0.2997	0.3468	0.4135	0.2923	0.271	-0.036	0.358	57.08	0.459	0.422	447	466	-1.187768	0.032189
Dtak	DT10_00008958	0.3074	0.3243	0.3912	0.3265	0.248	0.027	0.395	57.39	0.472	0.431	441	455	-1.216044	0.032967
Dmel	FBpp0079721	0.3333	0.2950	0.4400	0.2895	0.260	-0.051	0.349	55.66	0.418	0.408	395	409	-1.151345	0.041565
Dbia	DB10_00009719	0.1749	0.4981	0.1347	0.4405	0.283	0.332	0.568	44.81	0.745	0.590	620	642	-0.350312	0.068536
Dsuz	DS10_00005861	0.1764	0.4841	0.1341	0.4311	0.277	0.328	0.561	44.62	0.740	0.599	615	634	-0.283754	0.067823
Dtak	DT10_00007894	0.1955	0.4613	0.1735	0.4208	0.259	0.261	0.517	46.77	0.699	0.571	998	1025	-0.743512	0.055610
Dmel	FBpp0071158	0.2082	0.4693	0.1720	0.3966	0.266	0.263	0.520	47.51	0.689	0.567	973	1001	-0.651349	0.058941
Dbia	DB10_00009706	0.2943	0.4655	0.1967	0.3870	0.295	0.253	0.527	53.66	0.633	0.573	461	468	-1.339530	0.083333
Dsuz	DS10_00005122	0.3384	0.4079	0.2275	0.3822	0.263	0.194	0.492	55.10	0.581	0.541	461	468	-1.337393	0.076923
Dtak	DT10_00010798	0.3670	0.3303	0.2515	0.3872	0.226	0.065	0.410	57.17	0.535	0.521	439	447	-1.233557	0.085011
Dmel	FBpp0070196	0.2875	0.4500	0.2332	0.3896	0.282	0.234	0.522	54.54	0.615	0.550	429	436	-1.301376	0.094037
Dmel	FBpp0072346	0.1568	0.5321	0.1308	0.4472	0.245	0.394	0.615	42.99	0.768	0.586	457	474	-0.425317	0.101266
Dbia	DB10_00003652	0.1487	0.5276	0.1114	0.4754	0.241	0.379	0.604	42.60	0.789	0.595	487	504	-0.462897	0.101190
Dsuz	DS10_00000288	0.1801	0.5188	0.1176	0.4651	0.248	0.374	0.605	43.05	0.760	0.571	438	455	-0.453407	0.103297
Dtak	DT10_00003907	0.1795	0.5154	0.1265	0.4693	0.243	0.349	0.590	44.06	0.755	0.564	458	479	-0.432150	0.106472
Dbia	DB10_00005654	0.2240	0.3659	0.2190	0.4440	0.211	0.206	0.484	51.12	0.634	0.526	1137	1183	-0.018512	0.082840
Dsuz	DS10_00007626	0.2409	0.3392	0.2376	0.4438	0.203	0.175	0.465	52.47	0.607	0.515	1011	1054	-0.114232	0.082543
Dtak	DT10_00010858	0.2411	0.3543	0.1989	0.4578	0.213	0.189	0.473	50.90	0.635	0.523	1113	1160	-0.009569	0.084483
Dmel	FBpp0088795	0.2659	0.3199	0.2597	0.3856	0.185	0.101	0.412	55.23	0.561	0.515	1435	1494	-0.098795	0.080321
Dbia	DB10_00001894	0.1888	0.4579	0.1516	0.4332	0.251	0.339	0.571	46.06	0.715	0.562	606	632	0.257753	0.098101
Dsuz	DS10_00007379	0.2088	0.4343	0.1947	0.3946	0.228	0.291	0.539	49.95	0.664	0.548	673	699	0.194850	0.097282
Dtak	DT10_00001309	0.1381	0.5285	0.1038	0.4567	0.247	0.419	0.620	41.79	0.793	0.570	368	387	0.634625	0.108527
Dmel	FBpp0079978	0.1848	0.4303	0.1672	0.4563	0.261	0.315	0.552	45.55	0.702	0.538	366	385	0.627792	0.109091
Dtak	DT10_00000152	0.1670	0.4660	0.1336	0.5356	0.253	0.380	0.607	43.17	0.767	0.585	695	710	-0.721972	0.032394
Dbia	DB10_00007449	0.1750	0.4733	0.1639	0.4842	0.281	0.367	0.598	46.40	0.735	0.579	724	739	-0.686874	0.029770
Dsuz	DS10_00010789	0.2153	0.4319	0.2258	0.4289	0.264	0.255	0.530	50.86	0.656	0.556	1061	1081	-0.778446	0.038853
Dmel	FBpp0111579	0.2216	0.4034	0.2385	0.4338	0.244	0.219	0.506	53.60	0.641	0.542	701	715	-0.733427	0.032168
Dtak	DT10_00002846	0.1046	0.5556	0.0522	0.6000	0.372	0.573	0.733	31.91	0.872	0.601	180	182	-0.035714	0.087912
Dbia	DB10_00008886	0.0850	0.5556	0.0746	0.6000	0.335	0.547	0.717	34.78	0.872	0.601	180	182	-0.036264	0.087912
Dsuz	DS10_00003241	0.1634	0.5098	0.0970	0.5333	0.281	0.440	0.650	40.15	0.789	0.573	180	182	-0.036264	0.087912
Dmel	FBpp0077625	0.0915	0.5425	0.0970	0.5833	0.362	0.529	0.706	33.86	0.850	0.593	180	182	-0.035714	0.087912
Dtak	DT10_00005223	0.2889	0.3853	0.2145	0.3991	0.218	0.166	0.466	53.07	0.600	0.510	2207	2267	-0.416806	0.084693
Dbia	DB10_00002675	0.2787	0.3935	0.2098	0.4071	0.226	0.194	0.485	53.51	0.612	0.515	2263	2323	-0.406371	0.084374
Dsuz	DS10_00004610	0.2979	0.3707	0.2271	0.3943	0.217	0.139	0.450	55.08	0.583	0.502	2177	2234	-0.414951	0.085497
Dmel	FBpp0304510	0.3313	0.3259	0.2868	0.3407	0.204	0.045	0.390	57.34	0.510	0.479	2238	2298	-0.406832	0.084421
Dbia	DB10_00011105	0.3808	0.2607	0.3842	0.2528	0.205	-0.102	0.297	56.60	0.393	0.429	2011	2068	-0.334429	0.083172
Dsuz	DS10_00008551	0.3669	0.2700	0.3781	0.2694	0.201	-0.080	0.312	57.52	0.411	0.433	1947	2002	-0.352847	0.084915
Dtak	DT10_00005605	0.3518	0.3013	0.3283	0.3013	0.208	-0.022	0.348	57.62	0.461	0.453	1993	2050	-0.341463	0.083902
Dmel	FBpp0077762	0.3931	0.2446	0.3966	0.2479	0.204	-0.129	0.280	55.53	0.375	0.423	2006	2064	-0.336143	0.084787
Dbia	DB10_00004307	0.1929	0.5024	0.1179	0.4335	0.262	0.364	0.582	41.38	0.747	0.608	751	769	-0.693238	0.045514
Dtak	DT10_00006464	0.2261	0.4553	0.1472	0.4209	0.245	0.284	0.530	44.90	0.697	0.591	775	796	-0.696734	0.047739
Dmel	FBpp0302712	0.2536	0.4233	0.1855	0.3954	0.238	0.227	0.496	48.19	0.646	0.564	754	772	-0.755699	0.045337
Dsuz	DS10_00011043	0.2453	0.4398	0.1762	0.3954	0.244	0.266	0.521	49.02	0.660	0.578	851	873	-0.706758	0.046964
Dbia	DB10_00004827	0.1843	0.4433	0.1687	0.4103	0.233	0.266	0.510	47.23	0.703	0.604	3024	3112	-0.628920	0.035026
Dsuz	DS10_00007563	0.2142	0.4137	0.1869	0.3925	0.220	0.227	0.485	49.25	0.663	0.588	3027	3111	-0.614015	0.034073
Dtak	DT10_00009775	0.1941	0.4245	0.1611	0.4331	0.221	0.256	0.505	47.72	0.702	0.602	3167	3259	-0.605124	0.037128
Dmel	FBpp0305706	0.2249	0.4252	0.1769	0.3913	0.228	0.234	0.495	50.22	0.665	0.576	1494	1529	-0.522891	0.046436
Dmel	FBpp0070101	0.3333	0.3007	0.2091	0.3534	0.199	0.096	0.406	53.97	0.538	0.535	318	330	0.113940	0.063636
Dbia	DB10_00004505	0.1319	0.5128	0.0669	0.4767	0.263	0.487	0.659	38.20	0.830	0.653	317	330	0.090000	0.060606
Dsuz	DS10_00004333	0.1709	0.4873	0.0959	0.4308	0.274	0.449	0.633	40.37	0.771	0.636	319	332	0.064759	0.060241
Dtak	DT10_00006953	0.1370	0.4778	0.0712	0.5098	0.256	0.449	0.635	39.28	0.822	0.646	315	327	0.071559	0.061162
Dbia	DB10_00003748	0.1484	0.5593	0.1250	0.3723	0.251	0.454	0.643	42.80	0.769	0.591	756	801	0.573408	0.102372
Dsuz	DS10_00000186	0.2075	0.4836	0.1758	0.3200	0.253	0.346	0.571	48.69	0.672	0.565	699	739	0.675237	0.112314
Dtak	DT10_00007479	0.1892	0.5338	0.1128	0.3636	0.273	0.427	0.627	43.13	0.740	0.583	493	519	0.644509	0.109827
Dmel	FBpp0297290	0.2165	0.4459	0.1546	0.3838	0.254	0.300	0.539	48.11	0.680	0.578	256	270	0.566667	0.100000
Dbia	DB10_00010159	0.1512	0.5085	0.1523	0.4551	0.258	0.423	0.630	40.02	0.757	0.616	670	703	-0.594168	0.071124
Dsuz	DS10_00001784	0.2083	0.4583	0.1753	0.4212	0.242	0.334	0.572	44.48	0.692	0.593	666	700	-0.574571	0.071429
Dtak	DT10_00004165	0.1983	0.4488	0.1678	0.4069	0.232	0.321	0.555	45.27	0.695	0.593	535	560	-0.273214	0.080357
Dmel	FBpp0079519	0.2083	0.4413	0.1895	0.4255	0.283	0.328	0.569	43.68	0.681	0.589	661	696	-0.590517	0.071839
Dmel	FBpp0076374	0.2071	0.5303	0.1814	0.4115	0.246	0.350	0.593	47.69	0.700	0.543	273	280	-0.937143	0.060714
Dbia	DB10_00000933	0.1667	0.5909	0.0969	0.4787	0.283	0.479	0.674	38.46	0.799	0.579	273	280	-0.920357	0.060714
Dsuz	DS10_00006581	0.1980	0.5431	0.1372	0.4524	0.265	0.408	0.629	44.78	0.743	0.562	272	280	-0.937143	0.060714
Dtak	DT10_00005013	0.1777	0.5635	0.0929	0.5000	0.290	0.484	0.676	39.84	0.794	0.580	272	280	-0.936786	0.060714
Dmel	FBpp0082148	0.2662	0.3579	0.2104	0.4466	0.221	0.166	0.462	54.66	0.614	0.490	665	687	0.009025	0.078603
Dbia	DB10_00007011	0.2437	0.3943	0.1815	0.4678	0.232	0.234	0.506	53.92	0.656	0.505	668	687	-0.009753	0.075691
Dsuz	DS10_00011370	0.2718	0.3810	0.2134	0.4178	0.222	0.186	0.476	54.83	0.608	0.482	1229	1264	0.020728	0.079114
Dtak	DT10_00006198	0.2624	0.3795	0.2386	0.3992	0.218	0.157	0.458	55.97	0.596	0.486	718	738	-0.051490	0.082656
Dbia	DB10_00003064	0.2132	0.4732	0.1638	0.4158	0.255	0.341	0.580	46.32	0.692	0.547	847	874	-0.188215	0.088101
Dsuz	DS10_00003353	0.2540	0.4398	0.1861	0.3957	0.259	0.286	0.546	49.74	0.643	0.529	1191	1228	-0.195928	0.082248
Dtak	DT10_00001218	0.2730	0.4381	0.1805	0.3519	0.251	0.258	0.526	48.66	0.623	0.528	717	742	-0.128976	0.087601
Dmel	FBpp0076646	0.2110	0.4866	0.1338	0.4208	0.275	0.361	0.593	42.37	0.713	0.554	717	742	-0.127898	0.087601
Dbia	DB10_00001995	0.3456	0.3676	0.2500	0.2419	0.211	0.123	0.418	51.93	0.506	0.563	158	174	-0.882184	0.091954
Dsuz	DS10_00003666	0.3657	0.3507	0.2783	0.2261	0.192	0.087	0.403	60.37	0.474	0.539	154	170	-0.954118	0.094118
Dtak	DT10_00007545	0.3819	0.3194	0.2683	0.2358	0.196	0.065	0.380	53.64	0.460	0.543	163	180	-0.962778	0.083333
Dmel	FBpp0079835	0.4161	0.3431	0.2500	0.1897	0.247	0.050	0.368	60.89	0.445	0.523	155	174	-0.941379	0.086207
Dbia	DB10_00010423	0.1940	0.4710	0.1257	0.4766	0.274	0.360	0.587	46.75	0.742	0.593	472	486	-0.404733	0.088477
Dsuz	DS10_00009250	0.1970	0.4697	0.1352	0.4718	0.239	0.317	0.561	47.01	0.732	0.586	471	485	-0.424124	0.084536
Dtak	DT10_00011247	0.1106	0.5477	0.0654	0.5311	0.301	0.458	0.648	36.84	0.857	0.650	474	488	-0.401024	0.079918
Dmel	FBpp0074424	0.2195	0.4564	0.1370	0.4526	0.263	0.280	0.539	47.46	0.710	0.568	466	482	-0.396473	0.091286
Dbia	DB10_00001849	0.1897	0.5312	0.1235	0.4290	0.298	0.427	0.633	43.41	0.748	0.566	444	463	-0.367819	0.082073
Dsuz	DS10_00009541	0.2386	0.4987	0.1353	0.4039	0.271	0.341	0.578	45.57	0.697	0.540	445	463	-0.297624	0.084233
Dtak	DT10_00006231	0.2091	0.5094	0.1069	0.4458	0.295	0.398	0.615	43.10	0.744	0.572	449	467	-0.304283	0.079229
Dmel	FBpp0082039	0.2559	0.4354	0.1912	0.3889	0.202	0.225	0.504	52.52	0.637	0.508	446	465	-0.280215	0.077419
Dmel	FBpp0082149	0.2334	0.4265	0.1600	0.4647	0.270	0.281	0.547	50.65	0.688	0.556	426	442	-0.582579	0.095023
Dbia	DB10_00007013	0.1898	0.4561	0.1532	0.4700	0.250	0.323	0.565	46.43	0.724	0.577	428	445	-0.513708	0.096629
Dsuz	DS10_00011372	0.1920	0.4842	0.1424	0.4448	0.258	0.344	0.580	46.36	0.731	0.581	424	443	-0.574266	0.097065
Dtak	DT10_00006200	0.2098	0.4770	0.1131	0.4750	0.260	0.353	0.587	45.42	0.741	0.587	429	447	-0.568456	0.091723
Dmel	FBpp0083146	0.2229	0.4118	0.1717	0.4558	0.262	0.242	0.506	47.80	0.681	0.566	385	401	-0.432170	0.064838
Dbia	DB10_00001013	0.1710	0.4516	0.1771	0.4464	0.260	0.308	0.547	48.48	0.718	0.587	369	382	-0.446597	0.060209
Dsuz	DS10_00012250	0.1990	0.4677	0.2350	0.3736	0.261	0.286	0.545	50.70	0.657	0.539	242	256	-0.508984	0.066406
Dtak	DT10_00009200	0.1839	0.4742	0.1503	0.4493	0.319	0.359	0.582	43.90	0.730	0.586	371	387	-0.474935	0.062015
Dmel	FBpp0288840	0.1765	0.5412	0.1726	0.3395	0.241	0.392	0.602	44.27	0.714	0.598	206	213	-0.744601	0.061033
Dbia	DB10_00004548	0.1637	0.5731	0.1207	0.3735	0.249	0.450	0.636	41.39	0.766	0.620	209	213	-0.747418	0.061033
Dsuz	DS10_00004294	0.2130	0.5385	0.1437	0.3455	0.240	0.419	0.617	42.54	0.708	0.599	209	213	-0.753052	0.065728
Dtak	DT10_00004501	0.1697	0.5758	0.1292	0.3869	0.247	0.390	0.602	43.03	0.758	0.597	211	215	-0.798605	0.065116
Dsuz	DS10_00010729	0.4167	0.1705	0.5403	0.1786	0.161	-0.285	0.188	51.12	0.258	0.353	329	340	-0.270000	0.111765
Dbia	DB10_00011128	0.4280	0.1818	0.5255	0.1535	0.167	-0.245	0.209	48.51	0.252	0.356	330	340	-0.210588	0.111765
Dtak	DT10_00011768	0.4258	0.1758	0.5285	0.1674	0.179	-0.255	0.209	48.62	0.255	0.356	321	332	-0.259337	0.108434
Dmel	FBpp0291465	0.3915	0.1744	0.5397	0.1869	0.146	-0.261	0.194	47.93	0.270	0.356	315	324	-0.259259	0.117284
Dsuz	DS10_00011627	0.1302	0.5000	0.1115	0.5815	0.268	0.412	0.625	40.31	0.809	0.576	403	427	-0.237237	0.103044
Dbia	DB10_00007388	0.0915	0.5556	0.0644	0.6266	0.286	0.499	0.683	35.05	0.877	0.592	366	387	-0.259432	0.103359
Dtak	DT10_00009478	0.1099	0.5355	0.0830	0.6256	0.298	0.471	0.667	34.68	0.850	0.577	339	358	-0.270950	0.106145
Dmel	FBpp0083951	0.1876	0.4668	0.1488	0.5142	0.272	0.331	0.573	46.18	0.735	0.540	524	552	-0.288406	0.097826
Dbia	DB10_00001916	0.3763	0.2796	0.3391	0.2976	0.190	-0.063	0.327	58.63	0.435	0.440	554	565	-0.206549	0.113274
Dsuz	DS10_00003756	0.3974	0.2511	0.3950	0.2637	0.197	-0.118	0.298	58.66	0.383	0.412	551	565	-0.181770	0.120354
Dtak	DT10_00005888	0.4147	0.2441	0.4032	0.2420	0.212	-0.131	0.288	56.76	0.363	0.406	513	526	-0.155133	0.121673
Dmel	FBpp0288678	0.3429	0.2965	0.3325	0.3460	0.227	-0.019	0.361	58.80	0.474	0.440	551	564	-0.164184	0.111702
Dbia	DB10_00001537	0.2013	0.3831	0.2074	0.4926	0.250	0.284	0.540	49.16	0.670	0.526	376	397	-0.108564	0.075567
Dsuz	DS10_00010087	0.2908	0.3310	0.2593	0.3941	0.224	0.122	0.439	59.22	0.557	0.488	515	544	-0.209743	0.079044
Dtak	DT10_00000330	0.3266	0.3185	0.2294	0.4183	0.251	0.115	0.433	56.59	0.553	0.480	300	315	-0.236508	0.066667
Dmel	FBpp0083551	0.2917	0.3646	0.1928	0.4533	0.227	0.204	0.496	57.26	0.611	0.510	113	121	-0.399174	0.057851
Dtak	DT10_00004534	0.1813	0.4539	0.0947	0.5098	0.256	0.371	0.588	40.68	0.768	0.590	1097	1136	-0.130370	0.056338
Dbia	DB10_00004723	0.1600	0.4371	0.1113	0.5255	0.258	0.364	0.583	40.24	0.772	0.599	944	976	-0.112193	0.054303
Dsuz	DS10_00004010	0.1879	0.4141	0.1151	0.5143	0.247	0.341	0.567	41.59	0.745	0.591	932	963	-0.106127	0.050883
Dmel	FBpp0071230	0.2022	0.3995	0.1298	0.4986	0.248	0.313	0.548	42.83	0.720	0.583	944	976	-0.114959	0.055328
Dtak	DT10_00000473	0.2793	0.4369	0.1659	0.4404	0.254	0.234	0.514	50.92	0.655	0.512	278	288	-0.549306	0.086806
Dbia	DB10_00004351	0.2982	0.3904	0.2582	0.3618	0.232	0.136	0.451	56.27	0.567	0.479	284	292	-0.512329	0.092466
Dsuz	DS10_00010295	0.3362	0.3624	0.2548	0.3684	0.240	0.100	0.428	58.29	0.541	0.470	283	292	-0.455822	0.092466
Dmel	FBpp0083881	0.3087	0.4043	0.2913	0.3177	0.248	0.117	0.446	56.15	0.540	0.480	285	295	-0.652203	0.088136
Dtak	DT10_00002149	0.2469	0.4259	0.2424	0.3710	0.250	0.220	0.513	50.06	0.615	0.528	187	193	-0.385492	0.108808
Dbia	DB10_00011074	0.1935	0.3687	0.2933	0.4293	0.218	0.184	0.485	49.43	0.616	0.544	268	278	-0.677698	0.093525
Dsuz	DS10_00010275	0.2370	0.4277	0.2292	0.3852	0.240	0.229	0.515	51.15	0.630	0.534	200	206	-0.272815	0.106796
Dmel	FBpp0308993	0.2654	0.3395	0.3101	0.2727	0.201	0.103	0.398	54.80	0.505	0.515	186	191	0.042408	0.052356
Dtak	DT10_00002431	0.1526	0.5000	0.0994	0.4740	0.246	0.380	0.589	44.86	0.785	0.546	214	221	0.695927	0.135747
Dbia	DB10_00000076	0.1211	0.5000	0.1118	0.5000	0.276	0.458	0.640	40.07	0.804	0.554	214	221	0.694570	0.135747
Dsuz	DS10_00010152	0.1491	0.4756	0.1217	0.4873	0.250	0.399	0.603	42.24	0.772	0.541	438	452	0.678761	0.139381
