Gene	Taxon	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
6644	DS10_00007558	Dsuz	0.1818	0.4156	0.241	0.4026	0.186	0.245	0.515	30.953125	0.649	0.571	97	104	-0.033654	0.048077
6645	DS10_00007565	Dsuz	0.2736	0.3747	0.1978	0.4539	0.262	0.212	0.501	33.859375	0.629	0.519	935	960	-0.380521	0.080208
6646	DS10_00007566	Dsuz	0.2639	0.4236	0.306	0.3125	0.236	0.155	0.474	39.8125	0.564	0.509	699	721	-1.202219	0.080444
6647	DS10_00007569	Dsuz	0.3032	0.4037	0.2612	0.324	0.257	0.111	0.438	41.796875	0.557	0.491	724	747	-0.548996	0.078983
6648	DS10_00007572	Dsuz	0.3538	0.3019	0.3234	0.3262	0.17	-0.007	0.366	44.5	0.472	0.433	265	273	-0.365568	0.087912
6649	DS10_00007580	Dsuz	0.3004	0.3691	0.3029	0.3622	0.199	0.083	0.43	42.734375	0.535	0.445	286	298	-0.569128	0.080537
6650	DS10_00007582	Dsuz	0.317	0.2991	0.2713	0.4091	0.189	-0.003	0.356	40.96875	0.533	0.486	261	275	-0.485091	0.130909
6651	DS10_00007589	Dsuz	0.293	0.337	0.3577	0.3333	0.198	0.086	0.429	37.71875	0.497	0.458	354	368	-0.691304	0.059783
6652	DS10_00007591	Dsuz	0.375	0.302	0.2992	0.3484	0.26	0.064	0.419	37.671875	0.484	0.46	970	995	-0.675277	0.066332
6653	DS10_00007593	Dsuz	0.2155	0.4684	0.16	0.3937	0.242	0.349	0.572	20.515625	0.693	0.59	414	429	-0.580653	0.055944
6654	DS10_00007594	Dsuz	0.3353	0.3216	0.2832	0.4167	0.207	0.078	0.431	43.5625	0.533	0.461	675	695	-0.737986	0.105036
6655	DS10_00007597	Dsuz	0.3477	0.2803	0.3211	0.3325	0.223	-0.01	0.355	43.421875	0.471	0.489	984	1012	-0.649012	0.031621
6656	DS10_00007600	Dsuz	0.2034	0.4746	0.1781	0.4014	0.248	0.378	0.6	21.8125	0.693	0.575	527	538	-1.066357	0.070632
6657	DS10_00007604	Dsuz	0.2546	0.3713	0.2456	0.3511	0.249	0.16	0.446	35.171875	0.586	0.561	3059	3124	-0.495583	0.050576
6658	DS10_00007605	Dsuz	0.2807	0.3596	0.2273	0.3515	0.202	0.154	0.446	41.09375	0.573	0.52	267	278	0.150359	0.064748
6659	DS10_00007607	Dsuz	0.2948	0.3759	0.2709	0.359	0.215	0.134	0.452	36.59375	0.556	0.506	518	532	-0.51203	0.097744
6660	DS10_00007608	Dsuz	0.1953	0.4609	0.2506	0.2394	0.246	0.264	0.495	29.03125	0.607	0.593	440	449	-0.446548	0.026726
6661	DS10_00007609	Dsuz	0.1522	0.4457	0.1852	0.4752	0.206	0.25	0.52	24.296875	0.724	0.607	123	133	-1.082707	0.090226
6662	DS10_00007610	Dsuz	0.3115	0.3115	0.3553	0.3571	0.21	0.154	0.467	30.8125	0.489	0.46	90	97	-1.150515	0.123711
6663	DS10_00007622	Dsuz	0.2214	0.4571	0.2778	0.4044	0.274	0.185	0.495	44.8125	0.626	0.488	190	202	-0.518317	0.113861
6664	DS10_00007625	Dsuz	0.3143	0.3048	0.3396	0.3776	0.221	0.014	0.384	43.4375	0.5	0.458	138	147	-0.393878	0.088435
6665	DS10_00007626	Dsuz	0.2409	0.3392	0.2376	0.4438	0.203	0.175	0.465	34.5	0.607	0.515	1011	1054	-0.114232	0.082543
6666	DS10_00007627	Dsuz	0.1605	0.5501	0.0511	0.5461	0.308	0.555	0.719	8.296875	0.831	0.589	431	443	-0.348759	0.10158
6667	DS10_00007628	Dsuz	0.2104	0.4273	0.1461	0.4249	0.23	0.275	0.525	27.65625	0.702	0.609	543	557	-0.556732	0.059246
6668	DS10_00007631	Dsuz	0.3137	0.3063	0.2962	0.3606	0.198	0.105	0.426	38.28125	0.514	0.504	350	366	-0.464481	0.071038
6669	DS10_00007632	Dsuz	0.2524	0.384	0.2311	0.389	0.232	0.218	0.493	34.625	0.608	0.546	910	940	-0.288936	0.067021
6670	DS10_00007633	Dsuz	0.2737	0.4373	0.1963	0.4026	0.267	0.213	0.505	37.453125	0.633	0.513	463	485	-0.598763	0.121649
6671	DS10_00007637	Dsuz	0.2131	0.4396	0.1485	0.4484	0.242	0.29	0.538	28.046875	0.701	0.581	780	805	-0.269938	0.088199
6672	DS10_00007639	Dsuz	0.299	0.3505	0.3368	0.2921	0.166	0.012	0.364	43.625	0.496	0.451	121	122	-1.040164	0.098361
6673	DS10_00007640	Dsuz	0.2484	0.4248	0.275	0.3214	0.234	0.192	0.488	33.828125	0.587	0.519	172	180	-0.010556	0.1
6674	DS10_00007642	Dsuz	0.2643	0.4189	0.2072	0.4431	0.274	0.263	0.546	31.8125	0.639	0.534	839	880	-0.630909	0.104545
6675	DS10_00007643	Dsuz	0.1782	0.4602	0.129	0.5028	0.245	0.298	0.542	24.34375	0.752	0.585	709	725	-0.705104	0.052414
6676	DS10_00007645	Dsuz	0.2638	0.4426	0.2146	0.3511	0.263	0.208	0.496	43.34375	0.616	0.483	276	282	-0.126596	0.070922
6677	DS10_00007647	Dsuz	0.2692	0.359	0.3284	0.2656	0.142	0.086	0.409	37.703125	0.511	0.495	88	95	-0.185263	0.157895
6678	DS10_00007649	Dsuz	0.3615	0.3392	0.2923	0.3062	0.212	0.053	0.411	40.59375	0.487	0.476	1833	1871	-0.970978	0.074826
6679	DS10_00007651	Dsuz	0.2328	0.3793	0.3035	0.368	0.175	0.142	0.46	31	0.577	0.55	624	639	-2.029108	0.037559
6680	DS10_00007653	Dsuz	0.2226	0.4588	0.1975	0.3902	0.229	0.246	0.507	25.796875	0.665	0.543	811	830	-0.768072	0.051807
6681	DS10_00007654	Dsuz	0.2969	0.4015	0.1669	0.3972	0.238	0.233	0.507	32.4375	0.621	0.516	791	824	-0.169054	0.071602
6682	DS10_00007656	Dsuz	0.2903	0.3254	0.3115	0.3348	0.201	0.07	0.402	40.578125	0.515	0.512	1696	1731	-0.994223	0.034084
6683	DS10_00007658	Dsuz	0.2817	0.4083	0.1818	0.4357	0.215	0.244	0.522	31.21875	0.641	0.553	604	624	-0.782212	0.070513
6684	DS10_00007662	Dsuz	0.1789	0.5183	0.1078	0.4495	0.227	0.332	0.567	22.59375	0.768	0.607	263	270	-0.577037	0.074074
6685	DS10_00007664	Dsuz	0.3385	0.3519	0.2847	0.3086	0.24	0.094	0.422	40.4375	0.511	0.507	554	573	-0.893717	0.050611
6686	DS10_00007667	Dsuz	0.2033	0.4571	0.1482	0.4332	0.256	0.286	0.528	22.890625	0.713	0.598	990	1005	-0.68199	0.039801
6687	DS10_00007669	Dsuz	0.2124	0.4784	0.174	0.3324	0.241	0.311	0.544	29.375	0.67	0.568	528	562	0.288078	0.11032
6688	DS10_00007671	Dsuz	0.3152	0.37	0.2309	0.3982	0.232	0.137	0.453	39.0625	0.572	0.476	2707	2808	-0.198575	0.095442
6689	DS10_00007674	Dsuz	0.1543	0.5875	0.0833	0.4928	0.317	0.509	0.691	11.234375	0.813	0.588	411	430	-0.584884	0.086047
6690	DS10_00007676	Dsuz	0.2018	0.4563	0.1596	0.4635	0.259	0.35	0.583	21.9375	0.709	0.569	812	851	-0.33913	0.082256
6691	DS10_00007677	Dsuz	0.2287	0.4605	0.1804	0.427	0.265	0.321	0.568	27.59375	0.677	0.534	1598	1655	-0.235166	0.091239
6692	DS10_00007684	Dsuz	0.3519	0.2778	0.3099	0.288	0.173	-0.042	0.319	42.171875	0.445	0.439	182	193	0.692746	0.134715
6693	DS10_00007686	Dsuz	0.2511	0.38	0.1713	0.3771	0.259	0.254	0.495	19.734375	0.635	0.61	513	521	-0.1	0.080614
6694	DS10_00007692	Dsuz	0.3156	0.3865	0.1634	0.3687	0.248	0.204	0.48	32.28125	0.606	0.55	686	700	-0.631143	0.061429
6695	DS10_00007694	Dsuz	0.2143	0.3714	0.2877	0.4	0.194	0.174	0.467	37.140625	0.6	0.502	90	93	-0.137634	0.096774
6696	DS10_00007702	Dsuz	0.3333	0.2906	0.2632	0.3649	0.189	0.01	0.36	40.296875	0.488	0.423	125	137	1.455475	0.109489
6697	DS10_00007706	Dsuz	0.2607	0.4202	0.1911	0.33	0.24	0.237	0.5	29.5625	0.618	0.592	1050	1079	-0.475904	0.048193
6698	DS10_00007708	Dsuz	0.2662	0.3903	0.2034	0.3774	0.231	0.192	0.468	34.4375	0.614	0.559	870	904	-0.538606	0.066372
6699	DS10_00007710	Dsuz	0.316	0.3318	0.288	0.308	0.212	0.057	0.382	43.765625	0.509	0.508	812	833	-0.87383	0.046819
6700	DS10_00007711	Dsuz	0.3311	0.4089	0.2338	0.3344	0.261	0.152	0.467	39.234375	0.561	0.52	1451	1469	-0.573996	0.068074
6701	DS10_00007714	Dsuz	0.2169	0.4145	0.2121	0.4065	0.211	0.199	0.484	35.15625	0.649	0.559	496	515	-0.622524	0.079612
6702	DS10_00007716	Dsuz	0.2284	0.4457	0.1514	0.4106	0.257	0.263	0.519	27.5625	0.686	0.561	414	431	-0.258237	0.102088
6703	DS10_00007718	Dsuz	0.2582	0.493	0.3154	0.354	0.368	0.173	0.501	22.6875	0.586	0.51	345	350	-1.583714	0.025714
6704	DS10_00007719	Dsuz	0.2	0.4476	0.1614	0.4819	0.277	0.339	0.578	27.1875	0.715	0.567	804	843	-0.537129	0.081851
6705	DS10_00007720	Dsuz	0.213	0.4659	0.1717	0.5	0.291	0.32	0.581	25.3125	0.709	0.559	790	807	-0.950434	0.050805
6706	DS10_00007721	Dsuz	0.2023	0.4708	0.131	0.5304	0.292	0.351	0.588	18.546875	0.741	0.531	328	338	-0.413018	0.085799
6707	DS10_00007724	Dsuz	0.1958	0.4708	0.1381	0.4527	0.239	0.288	0.55	29	0.729	0.61	280	287	-0.798606	0.10453
6708	DS10_00007729	Dsuz	0.2256	0.3809	0.1887	0.4971	0.242	0.258	0.524	29.109375	0.671	0.54	697	724	-0.224862	0.087017
6709	DS10_00007730	Dsuz	0.2639	0.3869	0.2125	0.4392	0.221	0.207	0.499	34.140625	0.624	0.505	625	641	-0.529641	0.084243
6710	DS10_00007735	Dsuz	0.3228	0.311	0.2674	0.376	0.211	0.085	0.411	45.625	0.53	0.493	321	326	-0.723006	0.033742
6711	DS10_00007736	Dsuz	0.2081	0.4899	0.2318	0.3056	0.249	0.331	0.563	39.140625	0.639	0.548	183	185	-0.421622	0.086486
6712	DS10_00007739	Dsuz	0.1488	0.5344	0.1318	0.4636	0.264	0.41	0.622	21.546875	0.776	0.57	447	462	-0.241126	0.080087
6713	DS10_00007747	Dsuz	0.2364	0.4318	0.1902	0.4084	0.216	0.263	0.53	40.953125	0.655	0.57	264	278	-0.356475	0.104317
6714	DS10_00007751	Dsuz	0.1026	0.6026	0.049	0.566	0.368	0.639	0.775	2.28125	0.881	0.604	377	389	-0.3491	0.107969
6715	DS10_00007754	Dsuz	0.2747	0.3777	0.229	0.4184	0.246	0.202	0.492	36.046875	0.605	0.501	2011	2076	-0.269412	0.089595
6716	DS10_00007755	Dsuz	0.2244	0.439	0.1889	0.432	0.272	0.288	0.541	25.84375	0.673	0.564	830	833	-0.873349	0.046819
6717	DS10_00007760	Dsuz	0.2855	0.3622	0.2053	0.4158	0.242	0.179	0.47	37.5625	0.606	0.533	1363	1410	-0.432057	0.076596
6718	DS10_00007761	Dsuz	0.2375	0.4042	0.1802	0.4065	0.239	0.241	0.501	28.75	0.653	0.539	613	634	-0.130284	0.059937
6719	DS10_00007762	Dsuz	0.2876	0.4163	0.1901	0.4502	0.279	0.243	0.535	31.15625	0.636	0.517	912	940	-0.667553	0.093617
6720	DS10_00007763	Dsuz	0.2405	0.3291	0.2606	0.4318	0.166	0.141	0.44	26.25	0.592	0.505	184	188	-0.613298	0.090426
6721	DS10_00007764	Dsuz	0.2218	0.4436	0.1622	0.4104	0.21	0.385	0.598	20.671875	0.686	0.586	328	343	-0.451895	0.104956
6722	DS10_00007770	Dsuz	0.2097	0.4258	0.2036	0.4691	0.295	0.298	0.561	29.328125	0.676	0.531	408	416	-0.351923	0.060096
6723	DS10_00007771	Dsuz	0.129	0.5903	0.0879	0.4558	0.29	0.518	0.69	9.046875	0.826	0.62	384	406	-0.85197	0.110837
6724	DS10_00007776	Dsuz	0.1366	0.5217	0.1547	0.5087	0.229	0.451	0.662	16.890625	0.775	0.54	222	235	-0.677021	0.055319
6725	DS10_00007780	Dsuz	0.1977	0.4975	0.1706	0.3962	0.3	0.332	0.568	24.1875	0.703	0.577	725	734	-0.729428	0.058583
6726	DS10_00007783	Dsuz	0.2039	0.4345	0.1597	0.4391	0.266	0.345	0.572	23.84375	0.697	0.545	479	498	0.405422	0.128514
6727	DS10_00007787	Dsuz	0.2281	0.4516	0.1638	0.4695	0.239	0.294	0.555	28.203125	0.692	0.543	539	553	-0.2566	0.079566
6728	DS10_00007792	Dsuz	0.297	0.4005	0.2448	0.4085	0.29	0.194	0.502	32.59375	0.594	0.512	1469	1495	-0.894114	0.070234
6729	DS10_00007793	Dsuz	0.1346	0.5288	0.0973	0.566	0.326	0.461	0.664	11.90625	0.821	0.587	140	143	-0.62028	0.027972
6730	DS10_00007795	Dsuz	0.2429	0.4571	0.248	0.3393	0.225	0.218	0.509	44	0.611	0.499	167	175	-0.173143	0.142857
6731	DS10_00007798	Dsuz	0.3	0.3917	0.2097	0.3814	0.253	0.155	0.448	32.59375	0.597	0.52	154	161	-0.517391	0.049689
6732	DS10_00007815	Dsuz	0.1992	0.4922	0.1531	0.4331	0.263	0.354	0.589	23.21875	0.715	0.553	1118	1171	-0.191631	0.116994
6733	DS10_00007819	Dsuz	0.1137	0.5024	0.1458	0.435	0.234	0.438	0.626	11.1875	0.779	0.574	235	251	0.704781	0.10757
6734	DS10_00007823	Dsuz	0.1891	0.5274	0.125	0.3951	0.273	0.379	0.598	22.078125	0.742	0.618	229	239	-0.34728	0.07113
6735	DS10_00007825	Dsuz	0.2389	0.3857	0.1172	0.4767	0.222	0.295	0.536	20.046875	0.698	0.608	338	344	-0.455523	0.069767
6736	DS10_00007827	Dsuz	0.2085	0.455	0.1333	0.449	0.214	0.372	0.594	25.75	0.719	0.594	256	265	-0.515094	0.060377
6737	DS10_00007830	Dsuz	0.1961	0.5	0.1244	0.4525	0.246	0.382	0.607	17.84375	0.741	0.546	247	251	-0.064143	0.067729
6738	DS10_00007831	Dsuz	0.2413	0.4151	0.2593	0.3706	0.256	0.221	0.51	35.515625	0.605	0.504	598	619	-0.24168	0.11147
6739	DS10_00007833	Dsuz	0.2769	0.3538	0.3733	0.3521	0.208	0.068	0.426	38.109375	0.511	0.452	94	101	-0.551485	0.079208
6740	DS10_00007838	Dsuz	0.2193	0.4693	0.1282	0.4438	0.26	0.338	0.573	24.03125	0.716	0.562	893	925	-0.211784	0.082162
6741	DS10_00007840	Dsuz	0.1796	0.4648	0.1169	0.4804	0.257	0.375	0.591	20.484375	0.758	0.601	988	1027	-0.493476	0.070107
6742	DS10_00007842	Dsuz	0.2641	0.3976	0.1981	0.4437	0.254	0.234	0.512	30.625	0.634	0.53	410	421	-0.462945	0.092637
6743	DS10_00007856	Dsuz	0.1294	0.5373	0.1263	0.4743	0.297	0.5	0.68	14.65625	0.793	0.59	241	252	-0.038889	0.09127
6744	DS10_00007871	Dsuz	0.4452	0.1826	0.4669	0.1783	0.189	-0.241	0.215	32.8125	0.276	0.39	685	704	-0.224006	0.078125
6745	DS10_00007874	Dsuz	0.3622	0.2959	0.2601	0.3481	0.195	0.022	0.376	41.71875	0.493	0.46	229	237	-0.107595	0.07173
6746	DS10_00007875	Dsuz	0.1273	0.4545	0.1094	0.6724	0.294	0.503	0.692	7.390625	0.821	0.544	78	87	-0.418391	0.057471
6747	DS10_00007882	Dsuz	0.2332	0.4665	0.1584	0.3345	0.256	0.279	0.527	29.421875	0.668	0.612	385	397	-0.941058	0.080605
6748	DS10_00007883	Dsuz	0.2472	0.4076	0.2112	0.4155	0.247	0.224	0.507	35.03125	0.634	0.547	560	577	-0.499827	0.064125
6749	DS10_00007886	Dsuz	0.2079	0.4607	0.1437	0.4756	0.278	0.362	0.604	25.40625	0.721	0.558	222	228	-0.38114	0.105263
6750	DS10_00007889	Dsuz	0.2959	0.3861	0.2121	0.4036	0.266	0.2	0.497	35.875	0.598	0.501	1182	1229	-0.285028	0.111473
6751	DS10_00007890	Dsuz	0.2215	0.4294	0.2165	0.437	0.257	0.284	0.545	32.125	0.654	0.514	1080	1126	-0.08508	0.090586
6752	DS10_00007891	Dsuz	0.1423	0.5144	0.1213	0.454	0.271	0.401	0.604	17.46875	0.781	0.606	1161	1187	-0.39503	0.068239
6753	DS10_00007893	Dsuz	0.1792	0.5849	0.1429	0.5047	0.347	0.482	0.684	21.4375	0.763	0.571	152	154	-0.718831	0.064935
6754	DS10_00007894	Dsuz	0.1786	0.4746	0.1621	0.468	0.281	0.384	0.611	23.40625	0.729	0.584	702	727	-0.359697	0.078404
6755	DS10_00007895	Dsuz	0.2292	0.4009	0.1969	0.4158	0.238	0.225	0.492	31.65625	0.65	0.558	1383	1432	-0.157123	0.079609
6756	DS10_00007902	Dsuz	0.1746	0.4449	0.1707	0.4936	0.27	0.341	0.576	22.5625	0.725	0.571	705	720	-0.750833	0.048611
6757	DS10_00007907	Dsuz	0.2143	0.4699	0.1555	0.4718	0.268	0.336	0.579	25.765625	0.709	0.538	1319	1362	-0.460793	0.082232
6758	DS10_00007913	Dsuz	0.2424	0.3737	0.1667	0.4722	0.22	0.238	0.513	23.40625	0.668	0.564	238	250	-0.4516	0.08
6759	DS10_00007914	Dsuz	0.2855	0.3838	0.2313	0.377	0.226	0.187	0.481	32.8125	0.586	0.519	1037	1075	-0.449674	0.088372
6760	DS10_00007915	Dsuz	0.2762	0.4365	0.1985	0.3757	0.237	0.234	0.516	32.296875	0.622	0.512	543	560	-0.381429	0.107143
6761	DS10_00007916	Dsuz	0.3418	0.3214	0.3051	0.3049	0.17	-0.016	0.355	40.390625	0.483	0.47	234	249	-0.365462	0.108434
6762	DS10_00007920	Dsuz	0.2569	0.4601	0.1574	0.4049	0.242	0.282	0.547	28.21875	0.668	0.558	693	715	-0.731609	0.06993
6763	DS10_00007952	Dsuz	0.2021	0.3968	0.2141	0.4491	0.262	0.235	0.504	30.40625	0.664	0.577	3497	3592	-0.652617	0.025891
6764	DS10_00007956	Dsuz	0.1851	0.4745	0.1762	0.4185	0.253	0.307	0.549	28.1875	0.708	0.565	1051	1079	-0.64912	0.05468
6765	DS10_00007958	Dsuz	0.2544	0.3933	0.2303	0.403	0.231	0.182	0.478	39.296875	0.615	0.521	634	653	-0.463553	0.06585
6766	DS10_00007962	Dsuz	0.3111	0.3259	0.416	0.2613	0.195	0.005	0.365	47.09375	0.437	0.419	167	171	-0.269006	0.064327
6767	DS10_00007966	Dsuz	0.2069	0.4138	0.1659	0.4799	0.269	0.32	0.563	27.265625	0.7	0.548	547	563	-0.176909	0.067496
6768	DS10_00007967	Dsuz	0.1991	0.5787	0.0913	0.4089	0.317	0.422	0.63	17.734375	0.77	0.592	270	277	-1.257762	0.068592
6769	DS10_00007981	Dsuz	0.1826	0.5021	0.1745	0.4879	0.32	0.414	0.64	18.875	0.732	0.541	358	362	-1.051105	0.055249
6770	DS10_00007983	Dsuz	0.1904	0.455	0.1734	0.4506	0.251	0.281	0.535	24.078125	0.709	0.587	974	987	-0.992807	0.036474
6771	DS10_00007984	Dsuz	0.3157	0.3333	0.2631	0.3726	0.225	0.12	0.441	38.984375	0.539	0.494	920	941	-0.560999	0.05526
6772	DS10_00007985	Dsuz	0.3247	0.3616	0.2171	0.4344	0.234	0.126	0.457	37.421875	0.586	0.494	348	362	-0.65663	0.099448
6773	DS10_00007987	Dsuz	0.1672	0.4577	0.1464	0.4648	0.241	0.338	0.565	20.046875	0.743	0.602	1162	1194	-0.644389	0.051089
6774	DS10_00007988	Dsuz	0.1771	0.4795	0.1051	0.4566	0.261	0.283	0.519	18.21875	0.762	0.607	526	563	-0.50675	0.060391
6775	DS10_00007994	Dsuz	0.2425	0.4104	0.2363	0.3408	0.199	0.165	0.459	37.328125	0.606	0.547	307	313	-0.317252	0.051118
6776	DS10_00007997	Dsuz	0.1799	0.4603	0.1642	0.3868	0.196	0.232	0.488	30.71875	0.708	0.593	658	680	-0.596765	0.063235
6777	DS10_00007998	Dsuz	0.1739	0.3261	0.2353	0.4839	0.225	0.213	0.457	45.421875	0.652	0.528	46	48	1.29375	0.125
6778	DS10_00008001	Dsuz	0.1839	0.4641	0.1886	0.3989	0.233	0.286	0.532	28.546875	0.695	0.59	1234	1271	-0.282297	0.04878
6779	DS10_00008002	Dsuz	0.2449	0.3418	0.2131	0.3543	0.209	0.142	0.417	33.390625	0.597	0.593	216	230	-0.071739	0.056522
6780	DS10_00008005	Dsuz	0.25	0.4094	0.2212	0.4112	0.208	0.191	0.484	35.515625	0.629	0.53	814	837	-0.826643	0.081243
6781	DS10_00008009	Dsuz	0.2134	0.475	0.1812	0.4423	0.271	0.342	0.588	28.25	0.69	0.534	728	756	-0.340344	0.074074
6782	DS10_00008018	Dsuz	0.2476	0.4399	0.153	0.4242	0.223	0.284	0.538	29.390625	0.677	0.575	498	522	-0.763218	0.078544
6783	DS10_00008021	Dsuz	0.2454	0.3549	0.199	0.4338	0.191	0.139	0.435	31.546875	0.632	0.555	742	753	-0.717397	0.079681
6784	DS10_00008022	Dsuz	0.2611	0.4145	0.2013	0.3478	0.232	0.217	0.483	30.40625	0.619	0.582	834	852	-0.954695	0.053991
6785	DS10_00008023	Dsuz	0.1994	0.5158	0.1474	0.3039	0.206	0.352	0.567	19.796875	0.701	0.643	365	372	-1.729839	0.02957
6786	DS10_00008024	Dsuz	0.2817	0.3832	0.2839	0.3654	0.234	0.157	0.467	40.5625	0.559	0.485	508	524	-0.325572	0.09542
6787	DS10_00008027	Dsuz	0.1547	0.5	0.2043	0.3596	0.238	0.303	0.543	19.484375	0.701	0.602	335	345	-0.612464	0.031884
6788	DS10_00008033	Dsuz	0.2308	0.3721	0.2274	0.4286	0.243	0.205	0.489	36.140625	0.633	0.561	839	860	-1.072907	0.034884
6789	DS10_00008036	Dsuz	0.1727	0.4993	0.12	0.4754	0.293	0.358	0.584	17.546875	0.766	0.598	853	876	-0.84532	0.050228
6790	DS10_00008038	Dsuz	0.1562	0.6806	0.0812	0.496	0.362	0.599	0.76	6.515625	0.827	0.573	387	405	-0.978766	0.098765
6791	DS10_00008040	Dsuz	0.1787	0.452	0.1922	0.4179	0.249	0.258	0.514	30.1875	0.697	0.578	808	831	-0.445367	0.055355
6792	DS10_00008041	Dsuz	0.1989	0.4261	0.244	0.41	0.232	0.248	0.52	32.84375	0.648	0.562	677	696	-0.715086	0.045977
6793	DS10_00008042	Dsuz	0.2704	0.3716	0.2735	0.3498	0.243	0.089	0.409	43.28125	0.564	0.539	1010	1034	-0.638201	0.06383
6794	DS10_00008044	Dsuz	0.2727	0.3236	0.2075	0.4343	0.204	0.196	0.482	30.34375	0.604	0.556	328	341	-0.145455	0.058651
6795	DS10_00008045	Dsuz	0.3882	0.2784	0.3539	0.3117	0.207	-0.023	0.357	45.34375	0.436	0.439	328	335	-0.771642	0.089552
6796	DS10_00008048	Dsuz	0.2227	0.5081	0.1306	0.4487	0.281	0.417	0.633	18.4375	0.728	0.564	577	590	-0.629322	0.077966
6797	DS10_00008051	Dsuz	0.2877	0.3825	0.2442	0.3523	0.228	0.175	0.467	34.953125	0.571	0.512	364	378	-0.730423	0.029101
6798	DS10_00008056	Dsuz	0.2079	0.4637	0.154	0.4368	0.223	0.279	0.539	23.40625	0.705	0.556	688	711	-0.425738	0.113924
6799	DS10_00008060	Dsuz	0.2105	0.4462	0.1852	0.4352	0.245	0.305	0.555	26.453125	0.684	0.559	3685	3764	-0.666366	0.061371
6800	DS10_00008061	Dsuz	0.2091	0.4274	0.1662	0.4603	0.228	0.298	0.546	25	0.698	0.578	1242	1270	-0.609213	0.053543
6801	DS10_00008063	Dsuz	0.1878	0.4244	0.1365	0.4897	0.25	0.357	0.577	19.8125	0.73	0.548	466	490	0.402041	0.132653
6802	DS10_00008065	Dsuz	0.1463	0.6098	0.1111	0.4722	0.308	0.468	0.667	14.84375	0.8	0.564	105	110	-0.324545	0.090909
6803	DS10_00008068	Dsuz	0.0978	0.546	0.0794	0.5022	0.302	0.489	0.662	9.265625	0.85	0.631	594	612	0.120425	0.073529
6804	DS10_00008070	Dsuz	0.223	0.4335	0.2149	0.4035	0.272	0.249	0.519	32.546875	0.652	0.556	910	943	-0.645599	0.060445
6805	DS10_00008071	Dsuz	0.2949	0.4103	0.3333	0.2537	0.253	0.104	0.427	30.625	0.51	0.455	96	101	-0.687129	0.118812
6806	DS10_00008073	Dsuz	0.116	0.64	0.0478	0.4758	0.333	0.682	0.796	3.265625	0.867	0.612	309	317	-0.073817	0.069401
6807	DS10_00008074	Dsuz	0.3071	0.3645	0.2318	0.3944	0.246	0.138	0.452	38.171875	0.575	0.487	1693	1746	-0.124628	0.092784
6808	DS10_00008075	Dsuz	0.2281	0.4491	0.1837	0.4808	0.203	0.325	0.584	31.65625	0.684	0.534	370	386	-0.564249	0.080311
6809	DS10_00008076	Dsuz	0.2571	0.4083	0.2051	0.4147	0.218	0.243	0.517	34.546875	0.631	0.507	654	674	-0.222255	0.086053
6810	DS10_00008081	Dsuz	0.2869	0.3516	0.2546	0.3597	0.213	0.12	0.431	41.140625	0.562	0.525	2197	2250	-0.724311	0.046222
6811	DS10_00008087	Dsuz	0.1859	0.4573	0.1193	0.4667	0.278	0.335	0.566	26.4375	0.743	0.575	226	236	0.477966	0.127119
6812	DS10_00008089	Dsuz	0.1092	0.6092	0.085	0.5106	0.371	0.575	0.738	8.359375	0.848	0.598	210	218	-0.397248	0.087156
6813	DS10_00008090	Dsuz	0.287	0.3833	0.2281	0.345	0.211	0.17	0.464	36.265625	0.579	0.52	1292	1327	-0.578372	0.061794
6814	DS10_00008092	Dsuz	0.2745	0.4373	0.2259	0.3119	0.287	0.194	0.481	33.8125	0.593	0.564	597	609	-0.659606	0.059113
6815	DS10_00008097	Dsuz	0.2062	0.4275	0.1428	0.4511	0.244	0.334	0.563	22.40625	0.711	0.602	2484	2507	-0.591703	0.045473
6816	DS10_00008112	Dsuz	0.3446	0.3601	0.2983	0.2905	0.218	0.056	0.402	44.25	0.493	0.447	475	486	-0.335391	0.092593
6817	DS10_00008116	Dsuz	0.3525	0.3272	0.3164	0.3175	0.246	0.012	0.372	40.953125	0.483	0.469	572	590	-0.728814	0.042373
6818	DS10_00008118	Dsuz	0.257	0.3659	0.217	0.3871	0.219	0.178	0.459	31.703125	0.609	0.584	412	424	-0.433255	0.063679
6819	DS10_00008120	Dsuz	0.1319	0.5278	0.1157	0.4476	0.273	0.45	0.641	21.671875	0.788	0.579	156	168	0.938095	0.125
6820	DS10_00008121	Dsuz	0.2004	0.4822	0.1479	0.4002	0.233	0.335	0.565	25.296875	0.709	0.564	1239	1281	0.090164	0.071819
6821	DS10_00008124	Dsuz	0.3566	0.4056	0.2039	0.3786	0.26	0.177	0.497	36.078125	0.575	0.499	193	201	-0.668159	0.079602
6822	DS10_00008128	Dsuz	0.1967	0.4488	0.2217	0.3538	0.211	0.209	0.478	32.65625	0.653	0.572	565	587	-0.53356	0.059625
6823	DS10_00008131	Dsuz	0.1974	0.3955	0.2112	0.4041	0.19	0.253	0.503	28.515625	0.657	0.587	1641	1674	-0.327061	0.04779
6824	DS10_00008132	Dsuz	0.329	0.3876	0.2603	0.3348	0.227	0.114	0.447	39.3125	0.542	0.49	358	367	-0.504905	0.106267
